geo_type,region,transportation_type,alternative_name,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01
sub-region,Central Denmark Region,driving,Region Midtjylland,100.0,105.05,105.89,103.65,111.09,106.92,106.4,102.88,104.4,107.46,106.19,112.2,109.6,101.85,100.72,101.08,103.43,105.61,122.69,118.04,114.31,106.62,108.69,107.92,108.66,114.77,106.15,93.58,105.03,106.56,111.83,112.04,112.14,104.77,100.34,105.07,109.93,112.47,113.93,125.03,119.52,109.99,106.26,110.39,113.41,116.21,134.13,122.83,110.77,106.11,112.08,111.45,115.07,127.82,122.52,110.93,105.81,101.98,90.78,68.9,69.59,63.97,58.39,64.79,58.9,56.85,61.06,62.66,58.61,58.58,60.17,62.19,64.41,65.07,68.57,65.83,62.21,66.55,71.82,71.21,70.08,74.52,70.15,78.39,87.26,89.63,94.11,78.55,78.2,72.19,75.72,77.54,79.29,81.97,83.86,88.36,84.58,86.64,86.58,89.68,92.03,95.12,96.75,89.61,88.98,85.36,90.27,89.6,93.29,99.48
sub-region,Central District,driving,מחוז המרכז,100.0,107.48,102.49,110.58,82.23,95.02,93.88,98.52,107.07,102.41,104.13,79.23,92.61,103.8,104.04,103.86,102.5,109.06,81.43,95.46,108.93,103.25,100.97,101.34,109.01,81.56,91.08,98.3,105.7,104.5,112.39,116.88,97.02,107.35,111.98,109.47,114.88,107.0,120.06,98.72,99.72,115.04,110.58,112.25,112.09,116.25,88.19,94.51,114.46,112.3,100.64,104.56,109.32,75.67,86.96,100.23,94.17,96.93,92.29,76.9,52.95,55.16,70.4,70.65,50.36,42.56,41.52,28.73,30.45,46.92,43.06,48.34,49.48,42.13,29.18,30.12,45.2,43.09,40.77,41.12,41.74,30.02,29.09,49.41,56.17,51.47,24.99,25.56,27.86,34.2,48.24,48.55,32.05,30.88,53.16,38.3,46.42,61.12,56.99,60.82,63.98,67.58,40.3,48.39,71.26,64.66,51.56,41.11,73.19,53.32
sub-region,Central Finland,driving,Keski-Suomi,100.0,104.76,102.39,102.37,135.01,124.12,121.46,99.44,105.0,111.07,107.82,137.83,122.88,120.67,102.73,97.07,105.32,112.08,145.13,123.72,129.37,102.25,110.53,111.18,122.75,173.72,136.38,136.27,104.33,109.06,113.91,125.27,193.51,184.36,156.47,136.65,144.66,145.24,142.7,226.26,221.69,153.52,122.54,118.85,123.24,127.1,158.14,161.95,139.5,116.03,110.39,111.0,129.19,172.7,147.75,131.0,101.06,105.41,104.51,98.96,126.53,110.66,100.38,74.71,69.79,79.58,78.65,103.29,98.81,88.48,79.71,69.45,77.32,77.46,85.91,84.08,80.16,70.49,68.26,73.56,74.28,82.01,77.3,82.28,68.69,76.96,82.98,88.23,85.53,81.74,64.9,82.33,77.43,79.19,82.48,90.55,90.73,91.1,82.69,97.25,97.23,90.26,112.6,84.96,97.54,92.7,99.05,96.28,115.26,112.74
sub-region,Central Ostrobothnia,driving,Keski-Pohjanmaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub-region,Centre Region,driving,,100.0,98.86,102.0,102.71,111.38,111.0,95.73,98.59,97.48,100.09,101.01,113.93,111.53,94.54,97.8,95.64,101.04,100.25,111.54,109.24,95.12,97.84,97.8,101.54,100.8,116.98,129.33,99.52,103.04,103.66,106.58,107.81,129.25,125.19,108.43,111.64,106.91,109.99,112.37,129.71,125.01,105.29,103.92,100.82,104.17,103.61,111.23,116.74,97.93,99.62,100.15,104.86,101.77,113.69,115.91,92.44,96.26,96.86,97.91,90.27,92.95,84.1,60.88,70.74,42.79,29.37,27.84,27.2,19.12,19.39,28.5,28.25,27.84,28.5,27.6,22.21,22.11,29.78,29.46,30.39,31.09,28.26,23.59,23.8,34.22,34.18,33.5,34.01,34.12,25.97,21.03,27.58,38.98,38.8,40.2,38.76,29.07,30.27,41.84,42.79,43.79,44.3,41.88,32.07,32.92,45.04,59.3,53.39,49.82,38.34
sub-region,Ceuta,driving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub-region,Chachoengsao Province,driving,ฉะเชิงเทรา,100.0,97.76,106.69,105.36,157.75,179.4,131.6,97.34,89.67,91.36,101.43,210.95,212.52,153.79,103.48,104.04,102.41,109.25,160.67,183.74,143.78,99.25,99.69,103.89,119.34,297.13,223.98,190.9,139.96,103.28,99.34,111.96,193.91,183.29,135.89,100.24,101.58,98.0,109.3,179.09,185.66,137.28,108.13,102.43,101.04,105.4,169.4,179.21,132.7,92.99,100.42,103.82,122.81,172.53,160.99,128.24,99.3,95.93,97.88,100.98,141.07,140.9,110.37,78.33,76.5,81.32,79.79,97.1,90.28,70.0,62.6,60.29,56.32,44.7,47.73,42.3,39.1,42.58,43.02,43.31,44.43,49.16,43.19,39.22,43.0,40.37,46.07,45.8,46.85,48.79,43.73,42.75,43.15,42.12,43.46,51.28,55.63,51.54,47.67,50.91,50.62,52.08,62.72,64.52,56.52,54.06,58.1,65.42,88.1,85.08
sub-region,Chai Nat Province,driving,ชัยนาท,100.0,93.62,107.3,113.96,168.39,177.08,131.42,94.92,102.31,90.02,107.49,198.98,171.9,121.63,109.61,98.15,101.94,98.61,141.87,174.31,121.07,92.33,103.05,105.08,105.91,253.42,209.43,199.26,148.98,98.06,91.5,119.13,164.05,166.91,123.94,96.4,88.63,86.78,104.25,166.27,167.1,120.7,94.45,91.87,92.7,110.07,212.85,175.51,129.48,100.0,96.67,110.17,118.39,190.3,176.43,129.57,121.72,93.81,107.12,102.59,164.23,152.77,103.05,94.92,89.93,98.8,100.09,135.12,120.98,97.78,79.48,84.47,68.02,38.35,51.29,46.03,40.02,48.8,39.93,43.81,45.66,44.64,50.18,39.83,42.05,42.98,44.36,37.52,49.72,42.24,36.23,38.17,44.18,44.18,44.45,48.98,50.37,45.1,48.06,57.95,49.08,48.89,52.4,47.78,51.29,59.43,66.27,63.49,78.93,88.45
sub-region,Chaiyaphum Province,driving,ชัยภูมิ,100.0,106.56,102.04,102.96,146.69,162.45,116.84,110.33,92.31,84.62,92.58,142.23,115.65,105.97,93.38,91.88,93.49,93.81,114.47,119.42,98.76,82.79,86.93,96.4,117.0,184.45,160.41,141.53,97.69,79.51,94.41,97.96,124.26,119.31,95.21,96.66,78.64,86.12,96.02,136.85,158.58,111.51,103.77,105.97,92.95,107.75,182.84,144.54,103.71,91.61,88.65,102.04,100.05,153.04,139.38,103.28,85.91,86.61,98.6,97.2,141.58,122.59,96.88,86.66,91.02,90.37,92.85,122.27,103.93,96.61,79.24,75.26,72.08,47.82,51.59,47.88,46.85,46.85,54.98,57.5,53.36,63.74,49.06,44.0,49.11,54.65,56.05,54.76,62.35,52.56,48.84,44.0,51.69,59.28,52.82,50.13,52.07,71.71,54.76,60.09,71.01,65.09,61.11,68.26,64.01,61.11,65.95,76.49,95.64,86.98
sub-region,Champagne-Ardenne Region,driving,,100.0,101.62,105.43,106.05,114.27,112.73,93.31,98.81,100.11,107.16,102.08,118.12,116.99,91.06,99.02,98.95,102.53,105.56,117.7,124.82,92.99,97.63,100.56,105.36,106.43,117.29,133.7,92.47,102.66,102.64,106.56,109.07,156.04,159.23,103.95,107.12,106.72,107.86,113.92,141.74,161.37,102.34,103.3,99.09,101.62,99.67,114.36,131.7,95.18,99.28,100.03,101.37,102.95,115.8,113.99,88.89,96.26,95.08,97.17,91.69,94.94,86.39,60.32,65.75,39.64,28.73,27.17,26.04,19.0,18.76,26.47,27.51,27.94,27.54,27.04,22.05,21.95,29.06,30.33,30.73,32.53,30.43,23.84,23.93,31.96,33.97,35.9,33.44,34.93,26.47,20.65,27.33,38.45,39.61,39.7,36.63,29.51,30.34,41.09,42.39,45.03,44.4,41.2,30.8,31.34,43.65,57.56,53.75,48.31,36.48
sub-region,Chanthaburi Province,driving,จันทบุรี,100.0,110.31,119.78,123.14,166.11,190.47,129.17,102.65,105.62,101.81,123.66,282.49,339.89,175.67,143.01,135.72,133.25,136.74,221.88,280.13,176.75,137.33,127.86,130.36,142.16,464.13,558.51,311.16,156.09,138.2,140.47,153.32,269.29,290.09,173.37,139.69,139.98,148.19,149.18,274.04,305.27,159.41,138.02,131.82,137.06,157.87,278.38,290.12,165.44,133.01,128.21,140.94,154.05,294.0,324.45,196.07,159.5,157.23,163.67,162.56,251.34,250.82,152.83,126.02,124.85,126.02,121.71,128.58,119.0,75.82,64.66,60.81,56.29,46.77,51.84,52.16,48.19,49.07,54.31,50.35,52.42,55.04,50.17,47.14,54.87,48.34,51.31,51.49,59.29,52.74,52.45,46.79,52.74,51.37,48.72,62.97,60.55,61.07,60.46,63.17,65.12,55.59,69.76,76.11,66.32,58.68,69.7,75.44,93.85,111.68
sub-region,Chiang Mai Province,driving,เชียงใหม่,100.0,102.1,111.95,114.68,140.67,140.71,117.66,108.41,103.17,106.31,113.19,139.39,154.56,126.38,105.2,95.25,91.02,93.47,110.03,113.27,94.81,84.78,83.69,85.57,94.54,135.16,137.18,121.23,89.51,83.85,83.79,88.01,112.12,107.05,89.31,82.22,76.95,79.19,83.48,106.11,111.82,85.9,79.55,75.22,74.05,75.19,91.51,94.98,75.45,69.57,69.99,71.16,75.53,90.3,87.49,73.22,64.56,62.61,60.81,58.63,74.4,71.39,59.89,55.75,53.31,50.36,48.53,50.91,48.24,40.08,36.77,35.0,32.09,27.77,28.35,27.86,29.61,28.53,27.83,27.95,27.69,26.12,26.73,25.65,26.79,26.06,25.86,26.07,26.65,26.21,26.94,25.53,27.86,26.69,27.65,28.88,29.05,28.2,28.79,28.72,28.7,30.39,31.75,31.1,31.84,31.97,32.37,32.29,35.97,40.27
sub-region,Chiang Rai Province,driving,เชียงราย,100.0,103.48,111.35,113.99,137.77,142.93,113.29,100.19,96.35,98.02,96.65,131.3,141.95,107.19,90.5,93.35,87.93,90.22,116.18,119.04,99.95,85.88,83.93,85.73,97.06,142.03,149.54,123.17,104.68,96.55,112.08,121.64,169.59,172.36,126.74,87.23,83.85,85.58,93.79,119.34,129.31,107.62,115.85,115.7,104.27,83.44,98.25,99.14,75.85,74.5,69.96,72.13,85.74,93.22,86.14,75.93,72.86,80.82,72.96,70.91,76.5,71.07,68.21,66.07,62.45,59.42,62.56,70.94,66.08,54.43,47.32,49.08,41.38,36.19,34.31,30.76,33.14,32.8,35.73,35.09,37.04,36.22,32.01,34.11,35.03,33.26,37.71,32.71,32.22,28.12,30.52,30.12,36.74,34.58,36.15,36.38,35.49,35.5,36.87,40.47,38.54,35.87,40.28,37.84,38.08,37.06,37.01,39.65,47.76,50.62
sub-region,Chiapas,driving,,100.0,108.01,110.53,109.5,125.61,139.46,104.8,108.41,102.8,104.95,105.12,124.53,134.96,99.12,101.76,101.44,109.3,113.33,136.34,157.56,119.59,118.73,96.88,95.01,98.56,113.69,132.54,100.37,96.23,99.13,99.15,105.12,142.83,148.55,103.12,97.42,93.37,98.9,110.3,127.58,138.86,96.35,101.05,89.28,96.59,103.21,116.42,143.12,100.8,96.59,91.74,98.49,98.08,119.98,142.53,97.37,86.99,92.28,89.75,100.41,126.41,146.55,114.74,96.22,81.12,78.22,79.8,90.99,85.5,57.85,59.47,53.25,59.07,57.3,58.59,56.37,42.93,48.01,52.52,52.21,50.23,54.84,54.35,42.82,50.08,47.7,50.2,45.82,41.39,42.6,38.32,46.09,46.09,52.86,48.53,53.44,53.94,42.99,45.61,52.4,51.3,50.31,55.37,56.28,40.39,48.45,59.86,54.66,62.31,54.57
sub-region,Chiba Prefecture,driving,千葉県,100.0,95.14,95.66,97.52,109.26,120.4,100.46,97.7,96.64,94.83,98.69,125.48,124.42,97.63,86.75,94.07,99.11,99.4,122.82,129.36,104.53,98.27,99.62,97.15,98.83,122.66,140.11,115.38,123.6,108.84,104.55,106.35,126.73,119.11,109.72,106.92,105.44,106.62,110.56,126.34,147.12,133.68,110.83,96.97,101.65,98.25,107.4,111.11,95.87,98.26,94.57,100.56,107.59,119.52,107.94,104.44,101.1,109.26,112.65,114.45,112.97,127.58,118.28,113.64,117.99,122.06,148.23,167.61,155.52,119.35,115.33,121.73,124.89,119.5,110.86,86.83,100.97,97.7,91.15,91.82,94.97,99.29,84.79,86.47,83.99,77.96,77.89,77.1,82.79,67.45,63.64,72.45,79.29,77.96,74.15,58.23,79.57,67.66,71.93,72.38,72.97,74.89,75.59,72.01,70.15,70.68,71.98,76.62,77.78,80.05
sub-region,Chihuahua,driving,,100.0,100.64,97.69,103.42,125.82,145.11,94.15,102.74,98.28,100.48,103.8,123.27,149.43,98.73,94.34,96.64,94.7,101.43,131.15,144.89,94.22,90.02,97.1,91.54,102.6,124.55,146.85,95.5,101.88,99.24,101.58,118.57,158.45,158.45,100.1,99.72,98.87,101.54,103.46,129.49,160.31,102.6,97.79,98.05,98.14,100.63,129.34,155.71,97.89,93.65,95.79,96.25,105.0,127.21,164.57,95.16,90.99,101.14,98.64,108.47,134.51,165.23,100.47,88.7,84.01,77.93,78.45,90.0,89.8,56.97,61.17,55.46,50.8,57.53,57.33,65.34,43.47,53.54,53.46,51.4,53.94,63.45,63.94,45.9,50.97,52.85,55.25,52.55,47.3,51.56,41.15,54.71,54.4,54.15,56.85,65.74,70.12,51.23,58.78,53.13,56.62,57.86,69.45,71.98,54.98,58.73,60.48,63.61,74.27,68.55
sub-region,Chon Buri Province,driving,ชลบุรี,100.0,98.42,109.19,105.76,145.54,159.23,121.64,98.83,96.19,97.09,103.56,172.25,193.88,129.9,100.08,93.83,91.17,94.59,141.94,155.08,115.73,90.72,87.11,90.76,95.98,180.76,200.74,159.68,105.8,86.8,88.65,98.62,152.39,167.65,111.51,88.14,85.58,86.75,92.98,139.69,160.52,112.94,86.61,85.76,86.25,86.21,127.62,142.76,104.14,80.22,81.31,84.19,87.17,122.72,133.83,100.68,81.38,80.58,77.63,79.29,105.39,112.12,82.33,68.69,66.85,65.03,67.03,78.64,78.92,59.67,51.69,51.77,46.02,37.96,43.58,41.79,39.67,39.46,39.04,39.87,38.64,40.01,40.09,37.44,36.3,37.75,37.13,37.76,42.05,39.41,35.87,33.39,35.53,37.56,37.35,39.57,42.29,38.72,36.97,39.82,38.8,40.65,48.35,46.09,44.19,40.01,42.81,44.79,61.1,58.79
sub-region,Chumphon Province,driving,ชุมพร,100.0,101.45,105.27,119.52,143.68,150.29,122.02,106.03,108.63,90.85,109.79,168.08,158.69,133.31,109.27,113.96,96.58,118.48,132.33,130.76,107.47,101.56,101.8,110.2,130.59,195.54,205.39,169.58,152.61,110.37,107.01,123.35,151.56,161.53,124.39,99.13,100.87,99.42,109.1,161.12,133.78,101.45,91.14,101.85,100.75,106.55,164.02,146.64,122.48,96.41,99.54,119.76,138.59,170.22,154.52,120.16,112.4,115.41,99.36,111.24,144.15,145.13,117.79,100.64,102.26,101.68,114.77,142.0,123.06,104.87,82.33,96.18,84.36,47.74,54.4,54.52,42.24,44.79,49.36,48.09,46.52,43.57,41.6,35.34,36.33,43.86,38.24,43.68,38.59,38.93,37.83,35.92,33.78,43.05,35.75,33.49,41.66,34.13,32.39,36.5,40.32,36.04,44.79,32.39,37.49,37.54,41.31,51.8,57.01,56.14
sub-region,Chungcheongbuk-do,driving,충청북도,100.0,93.61,98.9,106.68,127.31,104.53,116.79,106.45,111.8,143.81,250.38,215.86,206.91,207.38,138.41,109.65,95.0,130.74,122.02,95.76,89.83,94.02,91.75,91.17,90.76,103.37,106.39,88.26,98.84,102.91,99.83,91.23,117.14,108.6,94.42,96.51,106.86,96.8,96.63,107.21,85.71,74.14,75.13,79.66,78.85,80.24,69.03,69.32,65.6,67.11,75.71,76.99,73.68,83.32,71.24,77.28,68.1,71.64,74.78,79.37,92.33,84.66,71.24,74.72,77.22,68.33,74.49,87.97,92.1,69.44,75.6,81.87,77.86,86.81,99.01,91.63,88.73,84.72,92.85,90.35,84.08,101.98,106.16,79.55,92.62,75.6,81.99,87.68,108.19,95.93,71.93,76.23,91.11,81.0,84.02,88.55,109.94,84.6,76.7,81.52,85.36,95.87,109.3,114.0,85.24,82.22,92.39,151.89,122.95,149.1
sub-region,Chungcheongnam-do,driving,충청남도,100.0,96.69,98.61,104.55,123.66,100.55,108.53,100.57,96.62,129.88,194.3,177.29,167.21,144.38,109.85,97.14,92.69,106.62,111.04,93.66,94.03,87.79,91.27,95.97,85.57,100.42,88.76,86.82,103.46,95.2,92.86,109.25,112.41,97.49,91.24,96.04,97.86,99.1,95.1,89.35,80.6,73.01,73.96,79.25,75.62,78.18,76.19,65.92,74.88,64.43,67.26,62.96,75.7,80.77,79.5,72.59,70.1,74.6,73.11,73.13,76.02,74.55,75.62,77.66,75.92,75.17,72.16,86.07,80.92,74.35,80.8,71.54,71.02,69.63,83.73,82.29,73.63,75.62,77.71,80.9,83.46,104.55,94.4,76.19,81.82,84.35,83.91,81.14,97.39,82.61,79.88,79.2,102.01,83.98,84.33,100.72,95.37,68.96,70.67,82.14,80.92,94.65,110.8,106.12,85.82,90.82,88.21,149.95,129.3,135.6
sub-region,Clare,driving,,100.0,111.6,110.97,110.57,115.63,144.6,138.87,110.43,111.33,106.72,108.37,117.91,152.17,142.05,109.05,100.94,104.16,102.69,126.29,146.75,137.84,100.22,109.36,107.52,113.7,134.21,118.58,122.48,105.46,111.6,106.22,105.96,149.53,148.41,159.02,148.9,141.29,147.25,157.1,160.86,156.47,150.83,112.94,108.78,119.66,113.57,142.01,100.09,151.55,106.31,122.17,126.65,125.75,149.93,149.75,151.01,112.94,113.97,116.61,104.84,109.49,110.84,117.82,83.52,67.62,68.97,68.43,73.35,56.52,94.36,44.11,46.17,43.3,44.33,60.1,38.15,31.39,28.93,29.83,29.29,28.12,33.23,31.03,24.94,27.72,33.0,32.69,29.38,29.42,25.17,19.3,27.54,37.8,33.9,35.11,32.65,31.08,30.77,37.04,36.32,40.26,33.99,32.51,33.81,29.69,33.45,36.45,38.74,36.05,42.45
sub-region,Coahuila,driving,,100.0,112.71,115.14,120.97,152.8,179.42,107.55,107.65,107.09,105.02,114.05,145.84,175.46,109.83,106.06,105.83,106.09,116.32,154.38,185.49,126.0,106.47,104.31,103.79,110.7,146.95,174.08,111.67,109.6,109.61,113.28,131.22,183.94,187.56,119.97,112.59,109.2,105.12,112.81,147.37,187.31,109.09,106.14,111.66,106.55,110.14,153.85,192.15,123.53,104.74,105.01,109.19,113.85,156.46,200.59,119.43,100.95,113.23,115.41,122.85,174.4,212.67,133.32,102.72,90.17,86.31,83.65,98.79,93.8,57.29,59.91,56.85,57.86,60.51,75.39,82.57,53.89,58.44,58.74,60.0,60.53,73.45,76.07,53.66,60.87,60.72,65.41,63.19,62.49,64.82,49.87,56.19,57.34,62.92,65.67,79.19,80.93,57.63,63.94,63.4,64.86,72.89,78.34,83.52,59.08,64.94,71.11,75.78,95.9,82.48
sub-region,Colima,driving,,100.0,101.12,102.98,105.91,115.8,125.08,101.22,100.89,94.68,95.9,98.41,118.98,127.82,96.51,90.72,92.24,93.37,103.82,128.78,153.81,104.19,118.09,89.64,93.3,91.61,121.28,139.16,95.55,91.05,97.14,98.15,103.89,143.38,151.93,107.94,94.38,101.31,103.3,100.82,131.61,135.13,102.23,93.7,106.47,97.14,102.72,119.59,148.63,102.93,90.18,90.56,87.67,94.96,120.3,132.41,94.0,85.47,90.32,88.84,96.95,130.35,159.13,112.94,96.95,79.68,64.28,67.33,64.1,55.59,40.57,51.86,50.46,51.46,47.93,52.17,59.97,47.11,53.2,51.63,57.86,55.68,59.36,57.49,42.93,49.17,58.73,61.03,57.16,44.43,44.55,35.74,49.4,53.86,59.39,55.57,61.24,63.67,44.69,52.52,51.61,56.55,57.16,60.35,62.95,43.07,51.75,54.46,65.67,76.7,70.07
sub-region,Colorado,driving,,100.0,103.46,105.66,109.36,130.55,121.37,89.84,103.79,99.12,101.85,107.31,124.4,119.05,90.01,94.06,100.08,98.41,106.61,123.48,116.4,85.08,85.85,81.32,99.4,111.29,104.75,119.48,80.31,103.81,110.09,110.41,124.65,144.99,128.72,100.63,107.58,103.31,110.41,118.35,135.04,127.98,87.4,102.7,100.77,108.61,114.51,134.84,126.96,94.51,100.58,110.88,112.17,116.0,136.61,135.28,99.99,108.5,109.98,111.84,107.94,107.67,98.41,75.88,81.94,71.01,70.73,51.78,58.73,55.57,46.11,55.57,56.2,53.79,44.99,47.2,42.94,36.75,46.52,50.46,50.38,44.42,50.54,48.83,41.54,51.38,52.34,52.63,53.16,60.71,54.8,28.37,42.02,49.71,56.59,44.83,60.96,56.55,48.93,59.37,58.6,61.01,62.72,69.62,66.93,55.48,67.3,67.84,70.94,72.65,85.85
sub-region,Community of Madrid,driving,Comunidad de Madrid,100.0,101.56,104.29,108.92,128.87,117.19,90.05,100.6,105.64,110.81,115.7,125.75,117.28,97.72,100.37,104.88,106.24,111.65,128.66,123.15,100.2,103.07,106.8,108.79,113.76,133.98,124.78,97.54,104.83,107.8,110.25,117.07,140.53,128.83,108.09,105.61,113.42,113.35,117.33,136.06,128.74,108.03,109.82,111.35,117.93,127.11,136.85,118.63,100.53,101.5,102.51,106.51,110.63,128.19,119.93,93.63,90.16,86.51,79.57,59.96,47.28,21.19,14.02,17.17,15.69,14.8,14.66,13.67,9.39,8.7,13.99,13.46,13.37,13.62,13.71,9.75,9.38,12.0,12.1,12.0,12.42,12.67,9.85,9.29,13.39,14.4,15.11,10.27,9.73,11.17,10.53,16.44,16.73,16.58,16.76,16.95,12.34,11.64,17.51,17.47,18.46,19.58,19.18,15.81,15.8,21.11,21.81,22.41,26.48,20.63
sub-region,Connecticut,driving,,100.0,105.22,108.31,109.35,129.29,99.31,92.46,108.97,103.64,104.64,108.24,127.19,118.06,91.38,95.91,99.36,101.77,107.71,127.19,119.92,86.23,98.65,101.23,101.17,101.88,121.7,124.01,92.74,98.74,102.86,104.57,111.47,141.11,125.78,99.94,114.81,108.16,111.61,114.62,137.07,134.49,105.14,103.36,105.81,111.97,114.15,135.71,135.21,101.92,104.6,109.54,110.82,118.85,133.63,131.02,100.4,107.2,105.29,104.86,100.15,106.42,97.24,72.79,77.84,67.75,69.93,62.74,70.69,63.82,47.94,46.34,54.32,50.94,58.36,66.23,53.21,38.06,50.2,53.02,55.3,53.67,56.79,58.48,45.8,57.29,58.07,54.1,52.59,63.59,63.24,39.65,46.19,64.81,66.02,65.14,72.44,59.87,63.21,64.52,58.43,67.09,67.28,69.62,83.7,50.57,62.11,76.22,73.59,66.68,80.66
sub-region,Coquimbo Region,driving,Región de Coquimbo,100.0,100.67,109.55,108.56,130.47,145.82,108.77,120.23,117.58,109.64,125.82,141.24,147.27,114.15,122.85,113.46,115.05,116.36,167.43,172.41,130.36,162.67,142.6,158.6,175.7,208.68,218.99,160.14,188.58,170.89,166.81,183.48,238.25,199.68,163.11,174.25,157.33,166.88,174.73,196.46,186.54,125.06,136.23,125.66,120.16,123.15,135.42,123.15,77.05,81.98,75.56,76.94,68.47,99.29,95.54,56.02,69.85,68.33,62.03,70.47,84.56,92.38,49.0,51.76,46.81,44.51,32.2,31.42,25.11,15.54,29.28,29.37,30.52,25.55,30.31,31.92,18.69,34.57,31.58,31.9,32.68,35.44,32.54,28.01,34.11,37.24,32.64,42.35,28.03,32.29,20.46,31.19,32.22,38.69,37.28,42.72,37.35,23.52,34.91,44.67,38.41,43.01,43.06,42.95,29.41,36.41,39.31,41.54,48.03,38.41
sub-region,Cork,driving,,100.0,115.3,121.9,120.37,119.91,117.27,106.37,114.17,117.73,118.35,115.66,121.92,127.51,114.59,113.01,113.45,115.81,119.5,125.23,127.04,106.31,103.54,109.5,108.24,112.19,127.77,107.22,92.53,101.84,110.91,123.7,118.2,133.62,117.21,110.34,126.92,132.39,137.89,140.2,143.94,123.09,121.26,111.92,114.52,117.42,120.59,133.26,108.47,119.28,117.94,121.11,122.82,120.12,123.44,120.24,117.98,104.57,100.96,102.03,90.13,86.16,78.17,70.67,63.49,55.15,62.61,63.99,66.89,55.06,69.9,55.39,53.23,49.87,55.1,77.22,38.54,27.61,34.11,33.37,33.05,36.79,34.46,31.05,22.93,36.04,37.99,36.97,37.0,34.84,32.25,22.34,28.28,38.64,37.02,42.67,42.26,35.35,31.7,44.25,41.77,44.71,49.4,41.97,35.9,31.79,41.5,41.42,41.48,42.1,59.5
sub-region,Corsica Region,driving,Corse,100.0,97.23,100.16,95.36,87.99,90.98,97.56,100.41,83.51,96.71,87.29,83.22,94.91,97.41,91.27,95.4,94.66,87.72,87.99,103.63,106.94,89.98,93.59,108.21,91.64,87.02,101.4,109.53,97.23,102.26,108.01,105.42,115.32,118.61,118.03,110.5,117.56,116.1,105.42,111.32,120.35,111.97,104.93,104.44,97.47,95.89,101.58,85.17,92.63,85.68,87.43,98.52,82.44,91.05,90.16,92.07,79.69,85.77,75.19,64.22,56.52,52.15,42.99,42.68,33.27,28.1,29.86,23.47,21.59,21.48,24.44,26.56,27.3,25.61,22.71,27.46,22.26,28.08,28.9,25.73,25.55,23.29,25.8,24.77,29.82,29.84,31.26,25.51,27.64,25.08,21.11,26.99,30.97,31.71,32.92,31.73,27.91,28.69,28.45,31.46,31.83,31.51,32.37,29.0,32.92,36.17,53.62,47.73,47.5,35.98
sub-region,Csongrád County,driving,Csongrád megye,100.0,103.86,118.23,114.1,126.18,119.72,99.88,107.31,100.28,103.98,110.84,125.42,113.45,104.54,105.54,112.29,108.11,114.1,126.47,132.21,113.94,108.84,114.9,120.12,113.09,136.18,130.88,117.43,110.88,123.94,124.18,125.82,143.65,135.66,115.62,118.88,117.63,120.76,132.97,142.89,142.53,119.24,121.49,123.41,117.55,124.9,126.18,124.1,105.7,114.42,121.69,120.16,123.41,133.98,140.0,103.13,110.32,111.65,109.88,113.29,116.22,97.59,84.66,81.69,78.84,83.17,90.64,79.2,64.38,50.64,58.51,53.65,57.71,72.65,86.18,50.76,57.07,52.73,76.67,64.1,71.16,75.14,64.58,65.94,74.02,84.22,85.06,87.47,63.94,62.21,46.91,57.35,78.76,82.81,83.57,81.97,75.5,56.83,80.32,78.59,83.73,86.02,86.95,78.39,77.39,81.61,91.73,91.97,96.02,73.45
